id,transcription
2097,NOT AT ALL YOU ARE ON THE CONTRARY MOST AGREEABLE TO ME
2098,YOUR MAJESTY IS PLANNED THEN AND THIS AFFAIR IS
2099,YOU WILL TAKE THEM FROM MY PRIVATE TREASURE
2100,THE NEWS CIRCULATED WITH THE RAPIDITY OF LIGHTNING DURING ITS PROGRESS IT KINDLED EVERY VARIETY OF COCATRY DESIRE AND WILD AMBITION
2101,THE KING HAD COMPLETED HIS TOILET BY NINE O'CLOCK HE APPEARED IN AN OPEN CARRIAGE DECORATED WITH BRANCHES OF TREES AND FLOWERS
2102,THE QUEEN HAD TAKEN THEIR SEATS UPON A MAGNIFICENT DAYS OR PLATFORM ERECTED UPON THE BORDERS OF THE LAKE IN A THE THEATER OF WONDERFUL ELEGANCE OF CONSTRUCTION
2103,SUDDENLY FOR THE PURPOSE OF RESTOREING PEACE IN ORDER SPRING ACCOMPANIED BY HIS WHOLE COURT MADE HIS APPEARANCE
2104,THE SEASONS ALLIES OF SPRING FOLLOWED HIM CLOSELY TO FORM A QUADRIAL WHICH AFTER MANY WORDS OF MORE OR LESS FLATTERING IMPORT WAS THE COMMENCEMENT OF THE ANTS
2105,HIS LEGS THE BEST SHAKED AT COURT WERE DISPLAYED TO GREAT ADVANTAGE AND FLESH COLORED SILKEN HOSE OF SO FINE AND SO TRANSPORTED THAT IT SEEMED ALMOST LIKE FLESH ITSELF
2106,THERE WAS SOMETHING IN HIS CARRIAGE WHICH RESEMBLED THE BLIND MOVEMENTS OF AN IMMORTAL AND HE DID NOT DANCE SO MUCH AS SEEMED TO SORE ALONG
2107,YES IT IS SUPPRESSED
2108,FAR FROM IT SIRE YOUR MAJESTY HAD IN GIVEN NO DIRECTIONS ABOUT IT THE MUSICIANS HAVE RETAINED HIM
2109,YES SIRE AND READY DRESSED FOR THE VALET
2110,SIRE HE SAID YOUR MAJESTY'S MOST DEVOTED SERVANT APPROACHES TO PERFORM A SERVICE ON THIS OCCASION WITH SIMILAR ZEAL THAT HE IS ALREADY SHOWN ON THE FIELD OF BATTLE
2111,THE KING SEEMED ONLY PLEASED WITH EVERY ONE PRESENT
2112,MONSIEUR WAS THE ONLY ONE WHO DID NOT UNDERSTAND ANYTHING ABOUT THE MATTER
2113,THE VALET BEGAN THE EFFECT WAS MORE THAN BEAUTIFUL
2114,WHEN THE MUSIC BY ITS BURSTS OF MELODY CARRIED AWAY THESE ILLUSTRIOUS DANCERS WHEN THE SIMPLE UNTIDERED PANAMINE OF THAT PERIOD ONLY THE MORE NATURAL ON ACCOUNT OF THE VERY INDIFFERENT ACTING OF THE AUGUST ACTORS HAD REACHED ITS COMMONATING POINT OF TRIUMPH
2115,DISTAINFUL OF A SUCCESS OF WHICH MADAME SHOWED NO ACKNOWLEDGMENT HE THOUGHT OF NOTHING BUT BOLDLY REGAINING THE MARKET PREFERENCE OF THE PRINCESS
2116,BY DEGREES ALL HIS HAPPINESS ALL HIS BRILLIANCY SUBSIDED INTO REGRET AND UNEASINESS SO THAT HIS LIMBS LOST THEIR POWER HIS ARMS HUNG HEAVILY BY HIS SIDES AND HIS HEAD DROOPED AS THOUGH HE WAS STUPEFIED
2117,THE KING WHO HAD FROM THE MOMENT BECOME AND REALITY THE PRINCIPAL DANCING THE QUADRIAL CAST A LOOK UPON HIS VANQUISHED RIVAL
2118,EVERY ONE COULD OBSERVE HIS AGITATION AND PROSTRATION A PROSTRATION WHICH WAS INDEED THE MORE REMARKABLE SINCE PEOPLE WERE NOT ACCUSTOMED TO SEE HIM WITH HIS ARMS HANGING LISTLESSLY BY HIS SIDE HIS HEAD BEWILDERED AND HIS EYES WITH ALL THEIR BRIGHT INTELLIGENCE CONDEMNED
2119,UPON THIS MADAME DEIGN TO TURN HER EYES LANGUISHINGLY TOWARDS THE COUNT OBSERVING
2120,WHO DO YOU THINK SO SHE REPLIED WITH INDIFFERENCE
2121,YES THE CHARACTER WHICH YOU ARE ROYAL HIGHNESS ASSUMED IS IN PERFECT HARMONY WITH YOUR OWN
2122,EXPLAIN YOURSELF
2123,I ALLUDE TO THE GODDESS
2124,DE PRINCESS INQUIRED NO
2125,SHE THEN ROSE HUMMING THE AIR TO WHICH SHE WAS PRESENTLY GOING TO DANCE
2126,THE ARROW PURSED HIS HEART AND WOUNDED HIM MORTILY
2127,A QUARTER OF AN HOUR AFTERWARDS HE RETURNED TO THE THEATRE BUT IT WILL BE READILY BELIEVED THAT IT WAS ONLY A POWERFUL EFFORT OF REASON OVER HIS GREAT EXCITEMENT THAT ENABLED HIM TO GO BACK OR PERHAPS FOR LOVE IS THIS STRANGELY CONSTITUTED HE FOUND IT IMPOSSIBLE EVEN TO REMAIN MUCH LONGER SEPARATED HE FOUND IT IMPOSSIBLE EVEN TO REMAIN MUCH LONGER CONSTITUTED
2128,WHEN SHE PERCEIVED THE YOUNG MAN SHE ROSE LIKE A WOMAN SURPRISED IN THE MIDST OF IDEAS SHE WAS DESIROUS HAVE CONCEALING FROM HERSELF
2129,REMAIN I IMPLORED YOU THE EVENING IS MOST LOVELY
2130,INDEED AH
2131,I REMEMBER NOW AND I CONGRATULATE MYSELF DO YOU LOVE ANY ONE
2132,FORGIVE ME I HARDLY KNOW WHAT I AM SAYING A THOUSAND TIMES FORGIVE ME MADAME WAS RIGHT QUITE RIGHT THIS BRUTAL EXILE HAS COMPLETELY TURNED MY BRAIN
2133,THERE CANNOT BE A DOUBT HE RECEIVED YOU KINDLY FOR IN FACT YOU RETURNED WITHOUT HIS PERMISSION
2134,OH MICHEL WHY HAVE I NOT A DEVOTED SISTER OR A TRUE FRIEND SUCH AS YOURSELF
2135,WHAT ALREADY HERE THEY SAID TO HER
2136,I HAVE BEEN HERE THIS QUARTER OF AN HOUR REPLIED LOVARDIER
2137,DID NOT THE DANCING I WANT YOU NO
2138,NO MORE THAN THE DANCING
2139,LAVOLIE IS QUITE APPOLADIS SAID TANNISARD
2140,I AM A WOMAN AND THERE ARE FEW LIKE ME WHOEVER LOVES ME FLATTERS ME WHO EVER FLATTERS ME PIECES ME AND WHOEVER PLEASES WELL SAID MONTE CRISTO YOU DO NOT FINISH
2141,IT IS TOO DIFFICULT REPLIED MONTE CRISTO DATENCER ON LAUGHING LOUDLY
2142,LOOKY UNDER DO YOU NOT SEE THE MOON SLOWLY RISING SILVERING THE TOP MOST BRANCHES OF THE CHESTNUTS AND THEOKES
2143,EXCUSE ITSELF TURF OF THE WOODS THE HAPPINESS WHICH YOUR FRIENDSHIP CONFERS UPON ME
2144,WELL SAID MONTE CRISTO DITTIN I SHOT I ALSO THINK A GOOD DEAL BUT I TAKE CARE
2145,TO SAY NOTHING SAID MONTONI SO THAT WHEN MUD WAS ILL DUDIN ISSUE ON THINGS AT THE DAY IS THE ONLY ONE WHO KNOWS IT
2146,QUICK QUICK THEN AMONG THE HIGH READ GRASS SAID MONTE CRISTOAY STOOPED AT THE BAY YOU ARE SO TALL
2147,THE YOUNG GIRLS HAD INDEED MADE THEMSELVES SMALL INDEED INVISIBLE
2148,SHE WAS HERE JUST NOW SAID THE COUNT
2149,YOU ARE A POSITIVE THEN
2150,YES THAT PERHAPS I FRIGHTENED HER AND WHAT WAY
2151,HOW IS IT LIVALIER SAID MAZOU DE LYRE DE LYD AT TINNEXCOMCK OF YOU AS LOUISE
2152,IT SEEMS THE KING WILL NOT CONSENT TO IT
2153,GOOD GRACIOUS AS THE KING ANY RIGHT TO INTERFERE AND MATTERS OF THAT KIND
2154,I GIVE MY CONSENT
2155,OH I AM SPEAKING SERIOUSLY REPLIED MONTONI AND MY OPINION IN THIS CASE IS QUITE AS GOOD AS THE KINGS I SUPPOSE IS IT NOT ALWAYS
2156,WHAT US RUN THEN SAID ALL THREE AND GRACEFULLY LIFTING UP THE LONG SKIRTS OF THEIR SOAP DRESSES THEY LIGHTLY RAN ACROSS THE OPEN SPACE BETWEEN THE LAKE AND THE THICKEST COVERED OF THE PARK
2157,IN FACT THE SOUND OF MADAME'S AND THE QUEEN'S CARRIAGES COULD BE HEARD IN THE DISTANCE UPON THE HARD DRY GROUND OF THE ROADS FOLLOWED BY THE MOUNTAIN CAVALIERS
2158,IN THIS WAY THE FED OF THE WHOLE COURT WAS A FIT ALSO FOR THE MYSTERIOUS AND HABITANCE OF THE FOREST FOR CERTAINLY THE DEER IN THE BRIG THE PEASANT ON THE BRANCH THE FOX AND ITS WHOLE WERE ALL LISTENING
2159,ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOUR SCATTERED AND BROAD'S BLASHES
2160,THE BRIGANDS ARE HAD A CRESTED HEAD OF EARED DOZEN GREEN BLACK A BROAD COLLAR OF LUSTROUS WHITE BLACK AND WHITE WINGS WHITE BELLY SIGHED FINELY PENNSYLV AND BLACK AND LIGHT AND A BREAST OF WHICH CHASMATE RED STREAKED WITH BLACK
2161,HIS FEET WERE RED HIS LONG NARROW BEAK WITH ITS SALT TOOTH EDGES AND SHARP HOUCHED TIP WAS BRIGHT RED
2162,BUT HERE HE WAS AT A TERRIBLE DISADVANTAGE AS COMPARED WITH THE OWL'S HAWKS AND EAGLES HE HAD NO RENDING LAWS
2163,BUT SUDDENLY STREET AND SWIFT AS A DIE OF ENCUMBERANT HE SHOT DOWN INTO THE TORRENT AND DISAPPEARED BENEATH THE SURFACE
2164,ONCE FAIRLY A WING HOWEVER HE WHEELED MADE BACK HURRIEDLY FOR HIS PART
2165,AND I HAVE SEEN THAT A TROUT OF THIS SIZE WAS A FAIRLY SUBSTANTIAL MEAL
2166,BUT SUCH WAS HIS KEENNESS THAT EVEN WELL THE WIDE FLUX OF HIS ENDURED G VICTIM WERE STILL STICKING OUT AT THE CORNERS OF HIS BEAK HIS FEARS FOR RED EYES WERE ONCE MORE PEERING DOWNWARD INTO THE TORRENT AND SUCH A FRESH PREY
2167,A DESPAIR HE HURLED HIMSELF DOWNWARD TOO SOON
2168,THE GREAT HAWK THOU'D HEARDLY TO RETREAT HIS PREY FROM THE GROUND
2169,THE CAT GROWLED SOFTLY THICK UP THE PRIZE AND HER JAWS AND TROTTED IN THE DELICIOUS TO DEVOUR IT
2170,IN FACT HE HAD JUST FINISHED IT THE LAST OF THE CHILD'S TAIL HAD JUST FINISHED WITH THE SPASM DOWN HIS STREAMED GO IT WHEN THE BAFFLED HALT CAUGHT SIGHT OF HIM AND STOOPED
2171,THE HAWK ALLATED ON THE DEAD BRANCH AND SAT UP RIGHT MOTIONLESS AS IF SURPRISED
2172,LIKE HIS UNFORTUNATE LITTLE COUSIN THE TAIL HE TOO HAD FELT THE FEAR OF DEATH'S WRITTEN INTO HIS HEART AND WAS HEADING DESPERATELY FOR THE REFUGE OF SOME DARK OVERHANGING BANK DEEP FRINGED WITH WEEDS WERE THE DREADFUL I OF THE HAWK SHOULD NOT DISCERN HIM
2173,THE HAWKS HAD UPON THE BRANCH AND WATCHED HIS QUARRY SWIMMING BENEATH THE SURFACE
2174,ALMOST INSTANTLY YOU AS FORCED TO THE TOP
2175, STRAIGHTWAY IN THE HUT LIGHTED FROM HIS PERCHED AND DARTED AFTER HIM
2176,BUT AT THIS POINT IN THE RAPIDS IT WAS IMPOSSIBLE FOR HIM TO STAY DOWN
2177,BUT THIS FREQUENT SURE OF THE HEIGHTS OF AIR FOR ALL HIS SAVAGE VALOR WAS TROUBLED AT THE LEAPING WAVES AND THE TOSSING FOAM OF THESE MAN RABBITS HE DID NOT UNDERSTAND THEM
2178,AS HE FLEW HIS DOWN REACHING TUNES WERE NOT HALF A YARD ABOUT THE FUGITOUS HEAD
2179,WHERE THE WAVES FOR INSTANCE SEEMED THEY CAME CLOSER BUT NOT QUITE WITHIN GRASPING REACH
2180,BUT AS BEFORE THE LEAPING WAVES OF THE RAPIDS WERE TOO MUCH FOR HIS PURSUER AND KNEW ABLE TO FLAP HIS WAY ONWARD IN A CLOUD OF FOAM WHILE DOOMED HUNG LOW ABOVE HIS HEAD YET HESITATED TO STRIKE
2181,THE HAWK EMITTED BY THE LOSS OF HIS FIRST QUARRY HAD BECOME AS DOG AND PURSUIT AS A MUSCLE NOT TO BE SHAKEN OFF OR EVATED OR DECEIVED
2182,HE HAD A LOT OF LINE OUT AND THE PLACE WAS NONE TOO FREE FOR A LONG CAST BUT HE WAS IMPATIENT TO DROP HIS FLIES AGAIN ON THE SPOT WHERE THE BIG FISH WAS FEEDING
2183,THE LAST DROP FLY AS LUCK WOULD HAVE IT CAUGHT JUST IN THE CORNER OF THE HAWK'S ANGRILY OPEN BEAT HOPING IT SO FIRMLY
2184,AT THE SUDDEN SHARP STING OF IT THE GREAT BIRD TURNED HIS HEAD AND NOTICED FOR THE FIRST TIME THE FISHERMAN STANDING ON THE BANK
2185,THE DRAG UPON HIS BEAK AND THE LIGHT CHECK UPON HIS WINGS WERE INEXPLICABLE TO HIM AND APPALLING
2186,THEN THE LEADER PARTED FROM THE LINE
2187,HE IS A WELCOME FIGURE AT THE GARDEN PARTIES OF THE ELECT WHO WERE ALWAYS READY TO ENCOURAGE HIM BY ACCEPTING FREE SEATS FOR HIS PLAY AFTER MANAGERS NOD TO HIM AND HE IS ALLOWED HIM TO CONTRIBUTE WITHOUT CHARGE TO SOME POSTIUM ON THE PRICE OF GULFS
2188,A SHORT HE BECOMES A PROMINENT FIGURE IN ONE OF SOCIETY AND IF HE IS NOT CAREFUL SOMEBODY WILL SAY SO
2189,BUT EVEN THE UNSUCCESSFUL DRAMATIZED HAS HIS MOMENTS
2190,YOU WILL PLAY MUST BE NOT MERELY A GOOD PLAY BUT A SUCCESSFUL ONE
2191,FRINKLY I CANNOT ALWAYS SAY
2192,BUT SUPPOSE YOU SAID I AM FOND OF WRITING MY PEOPLE ALWAYS SAY MY LETTERS HOME OR GOOD ENOUGH FOR PLUNGE
2193,I'VE GOT A LITTLE IDEA FOR A PLAY ABOUT A MAN AND A WOMAN AND ANOTHER WOMAN AND BUT PERHAPS I BETTER KEEP THE POT A SECRET FOR THE MOMENT
2194,ANY HOW WAS A JOLLY EXCITED AND I CAN DO THE DIAL ALL ALL RIGHT
2195,LEND ME OR YEAR FOR TEN MINUTES AND YOU SHALL LEARN JUST WHAT STAGE CRACK IS
2196,AND I SHOULD BEGIN WITH A SHORT HUMBLY ON SO LOW DECLARED
2197,HIM YOU BE OR NOT TO BE
2198,NOW THE OBJECT OF THIS OLLICALLY IS PLAIN
2199,INDEED A RELATION MEAN THE CARED OF HAMLETS SOLILOQUY A CLEVER PLAYER COULD TO SOME EXTENT INDICATED BEHOLD THIRTY LINES BY A SILENT WORKING OF THE JAW BUT AT THE SAME TIME IT WOULD BE IDLE TO DENY THAT HE WOULD MISS THE FINER SHADES OF THE DRAMATICEST MEANING
2200,WE MODERN'S HOWEVER SEE THE ABSURDITY OF IT
2201,IF IT BE GRANTED FIRST THAT THE THOUGHTS OF A CERTAIN CHARACTER SHOULD BE KNOWN TO THE AUDIENCE AND SECONDLY A SOLILOQUY OR THE HABIT OF THINKING ALOUD IS IN OPPOSITION TO MODERN STAGE TECHNIQUE HOWLISCILETE BE AVOIDED WITHOUT DAMAGE TO THE PLAY
2202,AND SO ONE TO LEAD IT THE END ONE OPIALLY MIGHT SAY AH YES WE'RE SOMETHING NON COMMITTED OF THAT SORT
2203,THIS WOULD BE AN EASY WAY OF DOING IT BUT IT WOULD NOT BE THE BEST WAY FOR THE REASON THAT IT IS TOO EASY TO CALL ATTENTION TO ITSELF
2204,AND THE OLD BADLY MADE PLAY IT WAS FREQUENTLY NECESSARY A ONE OF BE CHARACTERS TO TAKE THE AUDIENCE INTO HIS CONFIDENCE
2205,IN THE MODERN WELL CONSTRUCTED PLAY HE SIMPLY BRINGS UP AN IMAGINARY CONFEDERATE AND TELLS HIM WHAT HE IS GOING TO DO COULD ANYTHING BE MORE NATURAL
2206,I WANT DOUBLE NINE PILLOW
2207,DOUBLED NINE TWO THREE ELSINOR BUT DOUBLE NOT YES HOMO EVA YOU RACIAL PAMOUS SPEAKING
2208,I SAY I'M FOR WANDERING ABOUT THIS BUSINESS
2209,YOU BE YOU WERE NOT TO BE THAT AS THE QUESTION WHETHER TIS NOBBLER IN THE MIND TO SUFFER THE SLINGS AND ARROWS WHAT NO HAM IT'S BEATING
2210,YOU GAVE ME DOUBLE FIVE I WON'T DOUBLE NINE HELL IS THAT YOU HORACEO HAMLET'S BEATING
2211,YOU BE OR NOT TO BE THAT IS THE QUESTION WHETHER TIS NOBLER
2212,IT IS TO AT HAMLET IF THAT HAPPENED TO BE THE NAME OF YOUR CHARACTER ENJOYLY SMALL DOG HAD BROKEN MONGERS TAME BEAR WHATEVER ANIMAL IS MOST IN KEEPING WITH THE PART AND CONFIDE IN THIS ANIMAL SUCH SORROWS HOPES OR SECRET HISTORY AS THE AUDIENCE HAS GOT TO NOW
2213,INTER HAMLET WITH HIS FAVOURITE BOREHOUND
2214,LADY LARGE BURST OR SUDDENLY IN TRINCEWORD HIM
2215,L OUR SPUR BID ME AGAIN THIS MORNING FOR THE THIRD TIME
2216,I WANT YOU GET AWAY FROM IT ALL SWOON
2217,ENTURED LORD ARTHUR FALKON AS
2218,AND THERE YOU ARE YOU WILL OF COURSE APPRECIATE THAT THE UNFENDER SERVICES NOT ONLY SAVE TIME BUT ALSO MAKE THE MANOEERING VERY MUCH MORE NATURAL
2219,HOW YOU MAY BE WONDERING ARE YOU TO BEGIN YOUR MASTERPIECE
2220,WE'D LAPSE IN BESIDES FOR THE REST OF THE EVENING
2221,THE LETTERS OF SOUTH BRIDGE TO LORD READY OH READY WHAT DID YOU SAY
2222,THEN LORD COMPANY WON'T WHAT ABOUT OXEN
2223,DEASE OFF LEAPING THE HERO AND HEROINE ALONE IN THE MIDDLE OF THE STAGE AND THEN YOU CAN AGAIN
2224,THIS IS THE TOUCH INTRODUCED A MEAL ON THE STAGE
2225,A STAGE MEAL IS POPULAR BECAUSE IT PROVED TO THE AUDIENCE OF THE ACTORS EVEN ONE CALLED CHARLES WHOLE TREE OR ELEANOR'S ARE REAL PEOPLE JUST LIKE YOU IN MEAN
2226,TE PLEASE MATTERS BUTLER IMPRESSIVELY
2227,HOTUS REPLACES LUMP AND INCLINES EMPTY POT OVER TRADE FOR A MOMENT THEN HANDS TO MAKE UP PAINTED BROWN INSIDE HOSTY SEALING THE GENTLEMAN WITH THE TAILS OPEN THE UPPER CIRCLE
2228,REANCIALLY AND THE THREE FOOTMEN WHO MOVED THE TEA THINGS HOUSES TO GUEST
2229,AND NOVELS THE YEAR HIS OFTEN PUSHED HIS MEALS AWAY UNTASTED BUT NO EXIGURE WOULD DO ANYTHING SO A NATURAL AS THIS
2230,TWO WHITES ARE MADE AND THE BREAD IS CRUMBLED WITH A NARROW OF GREAT EAGERNESS INDEED ONE FEELS THAT IN REAL LIFE THE GAS WOULD BE CLUTCH HOLD OF THE FOOTMEN AND SAY HALF A MOLD CHAP I HAVE IT NEARLY FINISHED BUT THE ACTORS BITTER SCHOOL BUSINESS
2231,BUT IT IS A CIGARETTE WHICH CHIEFLY HAS BROUGHT THE MODERN DRAMA TO ITS PRESENT STATE AT PERFECTION
2232,LEAR JOHN TOOK ME OUT GOLD CIGARETTE CASE FROM HIS LEFT HAND UPPER WAISTCOAT'S POCKET
2233,THE BOLDEST LEGISLATURE NUMBERED THIRTY SIX MEMBERS
2234,THIS WAS AT THE MARCH ELECTION EIGHTEEN FIFTY FIVE
2235,THAT SUMMER'S EMIGRATION HOWEVER BEING MAINLY FROM THE FIRST DAYS GREATLY CHANGED THE RELATIVE STRENGTH OF THE TWO PARTIES
2236,FOR GENERAL SERVICE THEREFORE REQUIRING NO SPECIAL EFFORT THE NUMEROUS STRENGTH OF THE FACTIONS WAS ABOUT EQUAL WHILE ON EXTRA ORDINARY OCCASIONS THE TWO THOUSAND BORDARTHIAN RESERVE LYING A LITTLE FARTHER BACK FROM THE STATE LINE COULD AT ANY TIME EASILY TURN THE STATE LINE COULD AT ANY TIME EASILY TURN THE SCALE
2237,THE FREE STATE MEN HAD ONLY THEIR CONVICTIONS THEIR INTELLIGENCE THEIR COURAGE AND THE MORAL SUPPORT OF THE NORTH THE CONSPIRACY HAD ITS SECRET COMBINATION THE TERRITORYAL FICTS THE LEGISLATOR THE BOLDEST LAWS THE COURTS THE COURTS THE LORDS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE COURTS THE
2238,THIS WAS A FORMIDABLE ARRAY OF ADVANTAGES SLAVERY WAS PLAYING WITH LOADED DIES
2239,COMING BY WAY OF THE MISERY RIVER TOWNS HE FELL FIRST AMONG BORDARTHIAN COMPANIONS AND PERHAPS HAVING HIS INCLINATIONS ALREADY MOLDED BY HIS WASHINGTON INSTRUCTIONS HIS EARLY IMPRESSIONS WERE DECIDEDLY ATVERSE TO THE FREE STATE CAUSE
2240,HIS RECEPTION SPEECH AT WESTPORT IN WHICH HE MAINTAINED THE LEGALITY OF THE LEGISLATOR AND HIS DETERMINATION TO ENFORCE THEIR LAWS DELIGHTED HIS PERSONALLY RODATORS
2241,ALL THE TERRITORYAL DIGNITARIES WERE PRESENT GIVEN HER HAND AND PRESIDED JOHN KATHERINE THE SURVEYAR GENERAL MADE THE PRINCIPAL SPEECH A DENUNCIATION OF THE ABOLITIONIST SUPPORTING THAT TO BE THE MOVEMENT SHE OF JUSTICE LECOQIGNED BY THE OCCASION WITH APPROVING REMARKS
2242,ALL DESCENT ON UNCOMPLINES ALL HESITATION ALL MERE SILENCE EVEN WERE IN THEIR STRONGHOLD TOWNS LIKE LEVIN WORK RENDERED AS ABOLITIONISM DECLARED TO BE HOSTILITY TO THE PUBLIC WELFARE AND HIGHEST WITH PRESCRIPTIONAL VIOLENCE EXPULSION AND FREQUENTLY DEATH
2243,OF THE LENTINGS THE MOBS AND THE MURDERS IT WOULD BE IMPOSSIBLE EXCEPT IN A VERY EXTENDED WORK TO NOTE THE FREQUENT AND PATRICIUS DETAILS
2244,THE PRESENT CHAPTERS CAN ONLY TOUCH UPON THE MORE SAILING AT MOVEMENTS OF THE CIVIL WAR IN KANSAS WHICH HAPPILY ARE NOT SANGUINEARY IF HOWEVER THE INDIVIDUAL AND MORE ISOLATED CASES OF BLOOD SHED TO BE DESCRIBED THEY WOULD SHOW A STARTLING ADDER IT OF BARBARITY AND A LOSS OF LIFE FOR OPINION'S SAKE
2245,SEVER HUNDRED FEET EIGHT MEN PROMPTLY RESPONDED TO THE SUMMONS
2246,IT WASN'T FACT THE BEST WEAPON OF ITS DAY
2247,THE LEADERS OF THE CONSPIRACY BECAME DISTRUSTFUL OF THEIR POWER TO CRUSH THE TOWN
2248,ONE OF HIS MOLLISH A GENERAL'S SUGGESTED THAT THE GOVERNOR SHOULD REQUIRE THE OUTLAWS AT FLORENCE AND ELSEWHERE TO SURRENDER THE SHARP'S RIFLES ANOTHER ROAD ASKING HIM TO CALL OUT THE GOVERNMENT TROOPS AT FOUR LEVINWORTH
2249,THE GOVERNOR ON HIS PART BECOMING DOUBTFUL OF THE LEGALITY OF EMPLOYING MISERY TO ENFORCE KANSAS LAWS WAS ALSO EAGER TO SECURE THE HEALTH OF FEDERAL TROOPS
2250,SIR JONES HAD HIS POCKETS ALWAYS FULL OF WRITS IS SHOULD IN THE SPIRIT OF PERSECUTION THAT WAS OFTEN BAFFLED BY THE SHARP WITS AND READY RESOURCES OF THE FREE STATE PEOPLE AND SOMETIMES DEFIED OUTRIGHT
2251,LITTLE BY LITTLE HOWEVER THE LATTER BECAME HUMMED AND BOUND IN THE MASSES OF THE VARIOUSLY VICES AND PROCEEDINGS WHICH THE TERRITORYAL FISSURES INVOLVED FROM THE BOGUOUS LAWS
2252,TO EMBARRASS THIS DAMAGING EXPOSURE JUDGE LECOQ ISSUED A WRIT AGAINST THE EX GOVERNOR ON A FRIVOLOUS CHARGE OF CONTEMPT
2253,THE INCIDENT WAS NOT VIOLENT NOR EVEN DRAMATIC NO POSSE WAS SUMMON NO FURTHER EFFORT MADE AND READER FEARING PERSONAL VIOLENCE SOON LED IN DISGUISE
2254,BUT THE AFFAIR WAS MAGNIFIED AS A CROWNING PROOF THAT THE FREE STATE MEN WERE INSURRECTIONOUS AND OUTLAWS
2255,FROM THESE AGAIN SPRANG BARRICADED AND FORTIFIED DWELLINGS CAMPS AND SCOUT PARTIES FINALLY CULMINATING IN ROVING GIRL OF BANDS HALF PARTIS AND HALF PREDATORY
2256,THEIR DISTINCT CHARACTERS HOWEVER DISPLAYED ONE BROAD AND UNFAILING DIFFERENCE
2257,THE FREE STATE MEN CLUNG TO THEIR PRAIRIE TOWNS AND PRAYER VEINS WITH ALL THE OBSTINACY AND COURAGE OF TREATY FINDERS OF THEIR HOMES AND FIRE SIDES
2258,THEIR ASSUMED CHARACTER CHANGED WITH THEIR CHANGING OPPORTUNITIES OR NECESSITIES
2259,IN THE SHOOTING OF SCHERAS JONES AND LOANS AND IN THE REFUSAL OF EXCAVANER READER TO ALLOW THE DEBUTY MARSHAL TO ARREST HIM THEY DISCOVERED GRAVE OFFENCES AGAINST THE TERRITORYAL AND THE UNITED STATES LAWS
2260,FIT NOTE SUMMER TO SHANNAN MAKE TWELVE EIGHTEEN FIFTY SIX
2261,CRIED PERSONS WHO AT LEAST THE FREE STATE HOTEL VAINLY BESOUGHT THE VARIOUS AUTHORITIES TO PRESENT THE DESTRUCTION OF THEIR PROPERTY
2262, TEN DAYS WERE CONCERNED IN THESE NEGOTIATIONS BUT THE SPIRIT OF VENGEANCE REFUSED TO YIELD
2263,HE SUMMONED HALF A DOZEN CITIZENS TO JOIN HIS POSSE WHO FOLLOWED A MAID AND ASSISTED HIM
2264,HE CONTINUED HIS PRETENDED SEARCH AND TO GIVE COLOR TO HIS ERRAND MADE TO ARREST
2265,THE FREE STATE HOTEL A STONE BUILDING IN DIMENSIONS FIFTY BY SEVENTY FEET THREE STORIES HIGH AND HANDSOMELY FURNISHED PREVIOUSLY OCCUPIED ONLY FOR LODGING ROOMS ON THAT DAY FOR THE FIRST TIME OPENED ITS TABLE ACCOMMODATIONS TO THE PUBLIC AND PROVIDED A FREE DINNER OF THE OCCASION
2266,AS HE HAD PROMISED TO PROTECT THE HOTEL THE REASSURED CITIZENS BEGAN TO LAUGH AT THEIR OWN FEARS
2267,TO THEIR SORROW THEY WERE SOON UNDECEIVED
2268,THE MILITARY FORCE PARTLY RABBLE PARTLY ORGANIZED HAD BEEN WHILE MOVED INTO THE TOWN
2269,HE PLANED AT COMPANY BEFORE THE HOTEL AND DEMANDED A SURRENDER OF THE ARMS BELONGING TO THE FREE STATE MILITARY COMPANIES
2270,HALF AN HOUR LATER TURNING A DEATH EAR TO ALL REMONSTRANCE HE GAVE THE PROPRIETORS UNTIL FIVE O'CLOCK TO REMOVE THEIR FAMILIES AND PERSONAL PROPERTY FROM THE FREE SATEOTTO
2271,ATSON WHO HAD BEEN HURRYING THE MOB PLANTED HIS TWO GUNS BEFORE THE BUILDING AND TRAINED THEM UPON
2272,THE ENNATES BEING REMOVED AT THE APPOINTED HOUR A FEW CANNONS WERE FIRED TO THE STONE WALLS
2273,IN THIS INCIDENT CONTRASTING THE CREATED AND THE DISTRACTED SPIRIT OF THE FACTIONS THE EMIGAN AGE SOCIETY OF MASSACHUSEES FINDS ITS MOST HONORABLE AND TRIUMPH AND DEDICATION
